"","popid","x","y","habitat.suit"
"1",1,-88.300557205,48.98215918,0.616396009922028
"2",2,-88.201557205,48.98215918,0.616396009922028
"3",3,-88.152057205,48.98215918,0.616396009922028
"4",4,-88.003557205,48.98215918,0.616396009922028
"5",5,-87.954057205,48.98215918,0.593939006328583
"6",6,-88.300557205,48.93265918,0.616396009922028
"7",7,-88.251057205,48.93265918,0.616396009922028
"8",8,-88.053057205,48.93265918,0.616396009922028
"9",9,-87.904557205,48.93265918,0.593939006328583
"10",10,-87.855057205,48.93265918,0.593939006328583
"11",11,-87.805557205,48.93265918,0.593939006328583
"12",12,-87.756057205,48.93265918,0.593939006328583
"13",13,-87.706557205,48.93265918,0.593939006328583
"14",14,-88.449057205,48.88315918,0.616396009922028
"15",15,-88.399557205,48.88315918,0.616396009922028
"16",16,-88.251057205,48.88315918,0.616396009922028
"17",17,-88.102557205,48.88315918,0.616396009922028
"18",18,-87.657057205,48.88315918,0.593939006328583
"19",19,-87.607557205,48.88315918,0.593939006328583
"20",20,-87.558057205,48.88315918,0.593939006328583
"21",21,-87.508557205,48.88315918,0.593939006328583
"22",22,-88.498557205,48.83365918,0.616396009922028
"23",23,-88.399557205,48.83365918,0.616396009922028
"24",24,-88.350057205,48.83365918,0.616396009922028
"25",25,-88.300557205,48.83365918,0.616396009922028
"26",26,-88.251057205,48.83365918,0.616396009922028
"27",27,-88.003557205,48.83365918,0.616396009922028
"28",28,-87.805557205,48.83365918,0.593939006328583
"29",29,-87.706557205,48.83365918,0.593939006328583
"30",30,-87.508557205,48.83365918,0.593939006328583
"31",31,-87.409557205,48.83365918,0.629631996154785
"32",32,-87.360057205,48.83365918,0.629631996154785
"33",33,-86.964057205,48.83365918,0.581665992736816
"34",34,-86.716557205,48.83365918,0.581665992736816
"35",35,-86.667057205,48.83365918,0.581665992736816
"36",36,-88.548057205,48.78415918,0.617407023906708
"37",37,-88.300557205,48.78415918,0.616396009922028
"38",38,-88.152057205,48.78415918,0.616396009922028
"39",39,-88.102557205,48.78415918,0.616396009922028
"40",40,-88.053057205,48.78415918,0.616396009922028
"41",41,-87.657057205,48.78415918,0.593939006328583
"42",42,-87.558057205,48.78415918,0.593939006328583
"43",43,-87.508557205,48.78415918,0.593939006328583
"44",44,-87.459057205,48.78415918,0.629631996154785
"45",45,-87.261057205,48.78415918,0.629631996154785
"46",46,-87.211557205,48.78415918,0.629631996154785
"47",47,-87.162057205,48.78415918,0.629631996154785
"48",48,-87.112557205,48.78415918,0.629631996154785
"49",49,-87.063057205,48.78415918,0.629631996154785
"50",50,-87.013557205,48.78415918,0.629631996154785
"51",51,-86.964057205,48.78415918,0.581665992736816
"52",52,-86.914557205,48.78415918,0.581665992736816
"53",53,-86.865057205,48.78415918,0.581665992736816
"54",54,-86.815557205,48.78415918,0.581665992736816
"55",55,-86.766057205,48.78415918,0.581665992736816
"56",56,-86.617557205,48.78415918,0.581665992736816
"57",57,-86.568057205,48.78415918,0.581665992736816
"58",58,-86.518557205,48.78415918,0.581665992736816
"59",59,-86.469057205,48.78415918,0.629706978797913
"60",60,-86.419557205,48.78415918,0.629706978797913
"61",61,-88.300557205,48.73465918,0.616396009922028
"62",62,-88.053057205,48.73465918,0.616396009922028
