"","popid","x","y","habitat.suit"
"1",1,-88.300557205,48.98215918,0.630658984184265
"2",2,-88.201557205,48.98215918,0.630658984184265
"3",3,-88.152057205,48.98215918,0.630658984184265
"4",4,-88.003557205,48.98215918,0.630658984184265
"5",5,-87.954057205,48.98215918,0.629666984081268
"6",6,-88.300557205,48.93265918,0.630658984184265
"7",7,-88.251057205,48.93265918,0.630658984184265
"8",8,-88.053057205,48.93265918,0.630658984184265
"9",9,-87.904557205,48.93265918,0.629666984081268
"10",10,-87.855057205,48.93265918,0.629666984081268
"11",11,-87.805557205,48.93265918,0.629666984081268
"12",12,-87.756057205,48.93265918,0.629666984081268
"13",13,-87.706557205,48.93265918,0.629666984081268
"14",14,-88.449057205,48.88315918,0.630658984184265
"15",15,-88.399557205,48.88315918,0.630658984184265
"16",16,-88.251057205,48.88315918,0.630658984184265
"17",17,-88.102557205,48.88315918,0.630658984184265
"18",18,-87.657057205,48.88315918,0.629666984081268
"19",19,-87.607557205,48.88315918,0.629666984081268
"20",20,-87.558057205,48.88315918,0.629666984081268
"21",21,-87.508557205,48.88315918,0.629666984081268
"22",22,-88.498557205,48.83365918,0.630658984184265
"23",23,-88.399557205,48.83365918,0.630658984184265
"24",24,-88.350057205,48.83365918,0.630658984184265
"25",25,-88.300557205,48.83365918,0.630658984184265
"26",26,-88.251057205,48.83365918,0.630658984184265
"27",27,-88.003557205,48.83365918,0.630658984184265
"28",28,-87.805557205,48.83365918,0.629666984081268
"29",29,-87.706557205,48.83365918,0.629666984081268
"30",30,-87.508557205,48.83365918,0.629666984081268
"31",31,-87.409557205,48.83365918,0.63101601600647
"32",32,-87.360057205,48.83365918,0.63101601600647
"33",33,-86.964057205,48.83365918,0.621975004673004
"34",34,-86.716557205,48.83365918,0.621975004673004
"35",35,-86.667057205,48.83365918,0.621975004673004
"36",36,-88.548057205,48.78415918,0.596161007881165
"37",37,-88.300557205,48.78415918,0.630658984184265
"38",38,-88.152057205,48.78415918,0.630658984184265
"39",39,-88.102557205,48.78415918,0.630658984184265
"40",40,-88.053057205,48.78415918,0.630658984184265
"41",41,-87.657057205,48.78415918,0.629666984081268
"42",42,-87.558057205,48.78415918,0.629666984081268
"43",43,-87.508557205,48.78415918,0.629666984081268
"44",44,-87.459057205,48.78415918,0.63101601600647
"45",45,-87.261057205,48.78415918,0.63101601600647
"46",46,-87.211557205,48.78415918,0.63101601600647
"47",47,-87.162057205,48.78415918,0.63101601600647
"48",48,-87.112557205,48.78415918,0.63101601600647
"49",49,-87.063057205,48.78415918,0.63101601600647
"50",50,-87.013557205,48.78415918,0.63101601600647
"51",51,-86.964057205,48.78415918,0.621975004673004
"52",52,-86.914557205,48.78415918,0.621975004673004
"53",53,-86.865057205,48.78415918,0.621975004673004
"54",54,-86.815557205,48.78415918,0.621975004673004
"55",55,-86.766057205,48.78415918,0.621975004673004
"56",56,-86.617557205,48.78415918,0.621975004673004
"57",57,-86.568057205,48.78415918,0.621975004673004
"58",58,-86.518557205,48.78415918,0.621975004673004
"59",59,-86.469057205,48.78415918,0.631233990192413
"60",60,-86.419557205,48.78415918,0.631233990192413
"61",61,-88.300557205,48.73465918,0.630658984184265
"62",62,-88.053057205,48.73465918,0.630658984184265
"63",63,-88.003557205,48.73465918,0.630658984184265
"64",64,-86.617557205,48.73465918,0.621975004673004
"65",65,-86.568057205,48.73465918,0.621975004673004
