"","popid","x","y","habitat.suit"
"1",1,-88.300557205,48.98215918,0.5174919962883
"2",2,-88.201557205,48.98215918,0.5174919962883
"3",3,-88.152057205,48.98215918,0.5174919962883
"4",4,-88.003557205,48.98215918,0.5174919962883
"5",5,-87.954057205,48.98215918,0.621810972690582
"6",6,-88.300557205,48.93265918,0.5174919962883
"7",7,-88.251057205,48.93265918,0.5174919962883
"8",8,-88.053057205,48.93265918,0.5174919962883
"9",9,-87.904557205,48.93265918,0.621810972690582
"10",10,-87.855057205,48.93265918,0.621810972690582
"11",11,-87.805557205,48.93265918,0.621810972690582
"12",12,-87.756057205,48.93265918,0.621810972690582
"13",13,-87.706557205,48.93265918,0.621810972690582
"14",14,-88.449057205,48.88315918,0.5174919962883
"15",15,-88.399557205,48.88315918,0.5174919962883
"16",16,-88.251057205,48.88315918,0.5174919962883
"17",17,-88.102557205,48.88315918,0.5174919962883
"18",18,-87.657057205,48.88315918,0.621810972690582
"19",19,-87.607557205,48.88315918,0.621810972690582
"20",20,-87.558057205,48.88315918,0.621810972690582
"21",21,-87.508557205,48.88315918,0.621810972690582
"22",22,-88.498557205,48.83365918,0.5174919962883
"23",23,-88.399557205,48.83365918,0.5174919962883
"24",24,-88.350057205,48.83365918,0.5174919962883
"25",25,-88.300557205,48.83365918,0.5174919962883
"26",26,-88.251057205,48.83365918,0.5174919962883
"27",27,-88.003557205,48.83365918,0.5174919962883
"28",28,-87.805557205,48.83365918,0.621810972690582
"29",29,-87.706557205,48.83365918,0.621810972690582
"30",30,-87.508557205,48.83365918,0.621810972690582
"31",31,-87.409557205,48.83365918,0.613291025161743
"32",32,-87.360057205,48.83365918,0.613291025161743
"33",33,-86.964057205,48.83365918,0.631250977516174
"34",34,-86.716557205,48.83365918,0.631250977516174
"35",35,-86.667057205,48.83365918,0.631250977516174
"36",36,-88.548057205,48.78415918,0.348064005374908
"37",37,-88.300557205,48.78415918,0.5174919962883
"38",38,-88.152057205,48.78415918,0.5174919962883
"39",39,-88.102557205,48.78415918,0.5174919962883
"40",40,-88.053057205,48.78415918,0.5174919962883
"41",41,-87.657057205,48.78415918,0.621810972690582
"42",42,-87.558057205,48.78415918,0.621810972690582
"43",43,-87.508557205,48.78415918,0.621810972690582
"44",44,-87.459057205,48.78415918,0.613291025161743
"45",45,-87.261057205,48.78415918,0.613291025161743
"46",46,-87.211557205,48.78415918,0.613291025161743
"47",47,-87.162057205,48.78415918,0.613291025161743
"48",48,-87.112557205,48.78415918,0.613291025161743
"49",49,-87.063057205,48.78415918,0.613291025161743
"50",50,-87.013557205,48.78415918,0.613291025161743
"51",51,-86.964057205,48.78415918,0.631250977516174
"52",52,-86.914557205,48.78415918,0.631250977516174
"53",53,-86.865057205,48.78415918,0.631250977516174
"54",54,-86.815557205,48.78415918,0.631250977516174
"55",55,-86.766057205,48.78415918,0.631250977516174
"56",56,-86.617557205,48.78415918,0.631250977516174
"57",57,-86.568057205,48.78415918,0.631250977516174
"58",58,-86.518557205,48.78415918,0.631250977516174
"59",59,-86.469057205,48.78415918,0.603639006614685
"60",60,-86.419557205,48.78415918,0.603639006614685
