"","popid","x","y","habitat.suit"
"1",1,-88.300557205,48.98215918,0.198210000991821
"2",2,-88.201557205,48.98215918,0.198210000991821
"3",3,-88.152057205,48.98215918,0.198210000991821
"4",4,-88.003557205,48.98215918,0.198210000991821
"5",5,-87.954057205,48.98215918,0.308474004268646
"6",6,-88.300557205,48.93265918,0.198210000991821
"7",7,-88.251057205,48.93265918,0.198210000991821
"8",8,-88.053057205,48.93265918,0.198210000991821
"9",9,-87.904557205,48.93265918,0.308474004268646
"10",10,-87.855057205,48.93265918,0.308474004268646
"11",11,-87.805557205,48.93265918,0.308474004268646
"12",12,-87.756057205,48.93265918,0.308474004268646
"13",13,-87.706557205,48.93265918,0.308474004268646
"14",14,-88.449057205,48.88315918,0.198210000991821
"15",15,-88.399557205,48.88315918,0.198210000991821
"16",16,-88.251057205,48.88315918,0.198210000991821
"17",17,-88.102557205,48.88315918,0.198210000991821
"18",18,-87.657057205,48.88315918,0.308474004268646
"19",19,-87.607557205,48.88315918,0.308474004268646
"20",20,-87.558057205,48.88315918,0.308474004268646
"21",21,-87.508557205,48.88315918,0.308474004268646
"22",22,-88.498557205,48.83365918,0.198210000991821
"23",23,-88.399557205,48.83365918,0.198210000991821
"24",24,-88.350057205,48.83365918,0.198210000991821
"25",25,-88.300557205,48.83365918,0.198210000991821
"26",26,-88.251057205,48.83365918,0.198210000991821
"27",27,-88.003557205,48.83365918,0.198210000991821
"28",28,-87.805557205,48.83365918,0.308474004268646
"29",29,-87.706557205,48.83365918,0.308474004268646
"30",30,-87.508557205,48.83365918,0.308474004268646
"31",31,-87.409557205,48.83365918,0.285059005022049
"32",32,-87.360057205,48.83365918,0.285059005022049
"33",33,-86.964057205,48.83365918,0.356718987226486
"34",34,-86.716557205,48.83365918,0.356718987226486
"35",35,-86.667057205,48.83365918,0.356718987226486
"36",36,-88.548057205,48.78415918,0.111971996724606
"37",37,-88.300557205,48.78415918,0.198210000991821
"38",38,-88.152057205,48.78415918,0.198210000991821
"39",39,-88.102557205,48.78415918,0.198210000991821
"40",40,-88.053057205,48.78415918,0.198210000991821
"41",41,-87.657057205,48.78415918,0.308474004268646
"42",42,-87.558057205,48.78415918,0.308474004268646
"43",43,-87.508557205,48.78415918,0.308474004268646
"44",44,-87.459057205,48.78415918,0.285059005022049
"45",45,-87.261057205,48.78415918,0.285059005022049
"46",46,-87.211557205,48.78415918,0.285059005022049
"47",47,-87.162057205,48.78415918,0.285059005022049
"48",48,-87.112557205,48.78415918,0.285059005022049
"49",49,-87.063057205,48.78415918,0.285059005022049
"50",50,-87.013557205,48.78415918,0.285059005022049
"51",51,-86.964057205,48.78415918,0.356718987226486
"52",52,-86.914557205,48.78415918,0.356718987226486
"53",53,-86.865057205,48.78415918,0.356718987226486
"54",54,-86.815557205,48.78415918,0.356718987226486
"55",55,-86.766057205,48.78415918,0.356718987226486
"56",56,-86.617557205,48.78415918,0.356718987226486
"57",57,-86.568057205,48.78415918,0.356718987226486
"58",58,-86.518557205,48.78415918,0.356718987226486
"59",59,-86.469057205,48.78415918,0.261997997760773
"60",60,-86.419557205,48.78415918,0.261997997760773
"61",61,-88.300557205,48.73465918,0.198210000991821
"62",62,-88.053057205,48.73465918,0.198210000991821
"63",63,-88.003557205,48.73465918,0.198210000991821
"64",64,-86.617557205,48.73465918,0.356718987226486
