"","popid","x","y","habitat.suit"
"1",1,-88.300557205,48.98215918,0.503319025039673
"2",2,-88.201557205,48.98215918,0.503319025039673
"3",3,-88.152057205,48.98215918,0.503319025039673
"4",4,-88.003557205,48.98215918,0.503319025039673
"5",5,-87.954057205,48.98215918,0.613763988018036
"6",6,-88.300557205,48.93265918,0.503319025039673
"7",7,-88.251057205,48.93265918,0.503319025039673
"8",8,-88.053057205,48.93265918,0.503319025039673
"9",9,-87.904557205,48.93265918,0.613763988018036
"10",10,-87.855057205,48.93265918,0.613763988018036
"11",11,-87.805557205,48.93265918,0.613763988018036
"12",12,-87.756057205,48.93265918,0.613763988018036
"13",13,-87.706557205,48.93265918,0.613763988018036
"14",14,-88.449057205,48.88315918,0.503319025039673
"15",15,-88.399557205,48.88315918,0.503319025039673
"16",16,-88.251057205,48.88315918,0.503319025039673
"17",17,-88.102557205,48.88315918,0.503319025039673
"18",18,-87.657057205,48.88315918,0.613763988018036
"19",19,-87.607557205,48.88315918,0.613763988018036
"20",20,-87.558057205,48.88315918,0.613763988018036
"21",21,-87.508557205,48.88315918,0.613763988018036
"22",22,-88.498557205,48.83365918,0.503319025039673
"23",23,-88.399557205,48.83365918,0.503319025039673
"24",24,-88.350057205,48.83365918,0.503319025039673
"25",25,-88.300557205,48.83365918,0.503319025039673
"26",26,-88.251057205,48.83365918,0.503319025039673
"27",27,-88.003557205,48.83365918,0.503319025039673
"28",28,-87.805557205,48.83365918,0.613763988018036
"29",29,-87.706557205,48.83365918,0.613763988018036
"30",30,-87.508557205,48.83365918,0.613763988018036
"31",31,-87.409557205,48.83365918,0.602424025535583
"32",32,-87.360057205,48.83365918,0.602424025535583
"33",33,-86.964057205,48.83365918,0.631567001342773
"34",34,-86.716557205,48.83365918,0.631567001342773
"35",35,-86.667057205,48.83365918,0.631567001342773
"36",36,-88.548057205,48.78415918,0.341044008731842
"37",37,-88.300557205,48.78415918,0.503319025039673
"38",38,-88.152057205,48.78415918,0.503319025039673
"39",39,-88.102557205,48.78415918,0.503319025039673
"40",40,-88.053057205,48.78415918,0.503319025039673
"41",41,-87.657057205,48.78415918,0.613763988018036
"42",42,-87.558057205,48.78415918,0.613763988018036
"43",43,-87.508557205,48.78415918,0.613763988018036
"44",44,-87.459057205,48.78415918,0.602424025535583
"45",45,-87.261057205,48.78415918,0.602424025535583
"46",46,-87.211557205,48.78415918,0.602424025535583
"47",47,-87.162057205,48.78415918,0.602424025535583
"48",48,-87.112557205,48.78415918,0.602424025535583
"49",49,-87.063057205,48.78415918,0.602424025535583
"50",50,-87.013557205,48.78415918,0.602424025535583
"51",51,-86.964057205,48.78415918,0.631567001342773
"52",52,-86.914557205,48.78415918,0.631567001342773
"53",53,-86.865057205,48.78415918,0.631567001342773
"54",54,-86.815557205,48.78415918,0.631567001342773
"55",55,-86.766057205,48.78415918,0.631567001342773
"56",56,-86.617557205,48.78415918,0.631567001342773
"57",57,-86.568057205,48.78415918,0.631567001342773
"58",58,-86.518557205,48.78415918,0.631567001342773
"59",59,-86.469057205,48.78415918,0.581378996372223
"60",60,-86.419557205,48.78415918,0.581378996372223
"61",61,-88.300557205,48.73465918,0.503319025039673
"62",62,-88.053057205,48.73465918,0.503319025039673
"63",63,-88.003557205,48.73465918,0.503319025039673
"64",64,-86.617557205,48.73465918,0.631567001342773
"65",65,-86.568057205,48.73465918,0.631567001342773
"66",66,-86.370057205,48.73465918,0.581378996372223
"67",67,-88.300557205,48.68515918,0.503319025039673
"68",68,-88.152057205,48.68515918,0.503319025039673
"69",69,-86.370057205,48.68515918,0.581378996372223
"70",70,-88.647057205,48.63565918,0.341044008731842
"71",71,-88.597557205,48.63565918,0.341044008731842
"72",72,-88.548057205,48.63565918,0.341044008731842
"73",73,-88.350057205,48.63565918,0.503319025039673
"74",74,-88.300557205,48.63565918,0.503319025039673
"75",75,-88.251057205,48.63565918,0.503319025039673
"76",76,-88.152057205,48.63565918,0.503319025039673
"77",77,-88.102557205,48.63565918,0.503319025039673
"78",78,-86.271057205,48.63565918,0.581378996372223
"79",79,-88.647057205,48.58615918,0.341044008731842
"80",80,-88.449057205,48.58615918,0.503319025039673
"81",81,-88.399557205,48.58615918,0.503319025039673
"82",82,-88.350057205,48.58615918,0.503319025039673
"83",83,-86.271057205,48.58615918,0.581378996372223
"84",84,-88.993557205,48.53665918,0.341044008731842
"85",85,-88.944057205,48.53665918,0.341044008731842
"86",86,-88.894557205,48.53665918,0.341044008731842
"87",87,-88.696557205,48.53665918,0.341044008731842
"88",88,-88.647057205,48.53665918,0.341044008731842
"89",89,-88.498557205,48.53665918,0.503319025039673
"90",90,-88.449057205,48.53665918,0.503319025039673
"91",91,-88.399557205,48.53665918,0.503319025039673
"92",92,-86.221557205,48.53665918,0.581378996372223
"93",93,-89.191557205,48.48715918,0.594173014163971
"94",94,-89.142057205,48.48715918,0.594173014163971
"95",95,-89.092557205,48.48715918,0.594173014163971
"96",96,-88.795557205,48.48715918,0.630977988243103
"97",97,-88.696557205,48.48715918,0.630977988243103
"98",98,-88.548057205,48.48715918,0.630977988243103
"99",99,-86.221557205,48.48715918,0.631308972835541
"100",100,-89.241057205,48.43765918,0.594173014163971
"101",101,-89.191557205,48.43765918,0.594173014163971
"102",102,-88.746057205,48.43765918,0.630977988243103
"103",103,-88.696557205,48.43765918,0.630977988243103
"104",104,-88.548057205,48.43765918,0.630977988243103
"105",105,-86.221557205,48.43765918,0.631308972835541
"106",106,-89.241057205,48.38815918,0.594173014163971
"107",107,-88.845057205,48.38815918,0.630977988243103
"108",108,-88.746057205,48.38815918,0.630977988243103
"109",109,-88.647057205,48.38815918,0.630977988243103
"110",110,-86.172057205,48.38815918,0.631308972835541
"111",111,-89.241057205,48.33865918,0.594173014163971
"112",112,-88.894557205,48.33865918,0.630977988243103
"113",113,-88.845057205,48.33865918,0.630977988243103
"114",114,-88.795557205,48.33865918,0.630977988243103
"115",115,-86.172057205,48.33865918,0.631308972835541
"116",116,-86.122557205,48.28915918,0.631308972835541
"117",117,-89.290557205,48.23965918,0.594173014163971
"118",118,-86.122557205,48.23965918,0.631308972835541
"119",119,-89.290557205,48.19015918,0.594173014163971
"120",120,-86.073057205,48.19015918,0.631308972835541
"121",121,-89.389557205,48.14065918,0.594173014163971
"122",122,-89.340057205,48.14065918,0.594173014163971
"123",123,-86.023557205,48.14065918,0.631308972835541
"124",124,-89.488557205,48.09115918,0.594173014163971
"125",125,-89.439057205,48.09115918,0.594173014163971
"126",126,-89.389557205,48.09115918,0.594173014163971
"127",127,-85.974057205,48.09115918,0.343205988407135
"128",128,-89.538057205,48.04165918,0.525503993034363
"129",129,-89.488557205,48.04165918,0.594173014163971
"130",130,-85.924557205,48.04165918,0.343205988407135
"131",131,-85.875057205,48.04165918,0.343205988407135
